Starting station,hits in station 1,QDC/hits in station 1,L_x in station 1,L_y in station 1,hits in station 2,QDC/hits in station 2,L_x in station 2,L_y in station 2,hits in station 3,QDC/hits in station 3,L_x in station 3,L_y in station 3,hits in station 4,QDC/hits in station 4,L_x in station 4,L_y in station 4,hits in station 5,QDC/hits in station 5,L_x in station 5,L_y in station 5
-1,4,-0.021888017654418945,0.024428783843994495,0.024424995626446844,5,1.172741663455963,0.024427353363989823,0.05062555703163696,4,0.6321301758289337,0.025014326992035762,0.024444067224493438,5,0.658933448791504,0.025521670566558186,0.0506217427120248,5,0.39854743480682375,0.04914127955532166,0.025008586526865884
-1,5,-0.07203679084777832,0.025011466032029972,0.05112904722022904,5,-0.3755833864212036,0.04885613720798432,0.04435481559180943,4,0.29957106709480286,0.025014326992035762,0.02469390515899761,5,0.8994784474372863,0.025521670566558186,0.04944121079253705,5,0.35967540740966797,0.024694853124618277,0.05062364987182377
-1,5,0.5184841871261596,0.05113775281333943,0.025016215166090205,5,2.101850080490112,0.04944024987602447,0.02561315618515181,4,1.502143770456314,0.024427353363989823,0.024444067224493438,5,-0.38222568035125737,0.025615128593443615,0.0506217427120248,5,2.1769129991531373,0.024694853124618277,0.049439303632738074
-1,5,0.340989351272583,0.025011466032029972,0.050627464191435934,4,0.6302465498447418,0.04885613720798432,0.0,4,0.511427253484726,0.025014326992035762,0.02469390515899761,4,0.7403440624475479,0.025521670566558186,0.02501049368667907,5,0.47678714990615845,0.04914127955532166,0.025008586526865884
-1,5,0.3461581945419312,0.049441680356025586,0.024424995626446844,4,0.13746081292629242,0.025615128593443615,0.02501240084648515,6,0.7426486015319824,0.05021652369117646,0.049137972383491046,5,0.013646125793457031,0.024446426430703383,0.0511328615398412,5,0.19857256412506105,0.024694853124618277,0.049439303632738074
-1,4,-0.08826993405818939,0.05062945558547938,0.0,5,0.34771178960800164,0.025014326992033986,0.049137972383501705,5,0.6158318281173706,0.04944120352935677,0.025010493686675517,6,-0.3505322337150574,0.048858521341324845,0.05113381511974069,4,0.8288802206516266,0.02443164480400206,0.02552256609439496
-1,4,-0.266658291220665,0.05062945558547938,0.0,4,0.09374961256980896,0.025014326992033986,0.02469199799919153,4,0.7466727793216705,0.025014326992033986,0.025010493686675517,5,0.1700437545776367,0.024426876537322784,0.05113381511974069,9,0.40189558267593384,0.07386903372001719,0.5008087219123816
-1,3,0.7442799806594849,0.02561512859344539,0.0,4,-0.06035362184047699,0.025014326992033986,0.025521612514495473,4,1.3700082898139954,0.025014326992033986,0.025521612514495473,4,-0.1286071240901947,0.024426876537322784,0.025011447266578557,4,-0.15197229385375977,0.02443164480400206,0.02469295157909812
1,94,1.4318675877566034,9.108966697322844,5.444465407753945,148,0.99573623570236,10.178640544046404,6.344430280376432,272,1.2037493269890547,15.874954727000711,12.913714225007535,122,0.8711702525615692,18.11965694487673,20.927355252821567,50,0.6611789882183075,7.785401723070143,10.378962958630563
-1,4,-0.3416476249694824,0.04944120352935677,0.0,5,0.2979596972465515,0.024426876537322784,0.050213610513687,5,-0.0656494140625,0.024426876537322784,0.05113476869964373,5,0.5117649674415589,0.02443164480400206,0.05062460345172681,5,-0.46851946115493776,0.02443164480400206,0.05021551767349308
2,5,-0.6515392303466797,0.024445949604036343,0.0511328615398412,119,0.7434045221625256,2.284935272615435,28.27282689556408,19,0.9006334417744686,1.7960897118415815,6.179398020944596,10,0.02569952309131622,0.9943514453201274,0.7887936668319782,23,1.7662946996481521,2.709825026092524,2.835021657972341
-1,5,0.48732528686523435,0.025012419685367604,0.0511328615398412,5,0.718861472606659,0.048857567687981884,0.024444067224500543,5,0.15912569761276246,0.04944120352935499,0.025611249025345728,6,0.545245349407196,0.05113870646667351,0.048850944832807386,4,1.302135705947876,0.024692945817946566,0.025517798194890418
4,4,0.0966610312461853,0.024445949604036343,0.025519705354689393,5,0.025951528549194337,0.025523577873229897,0.04913606522369918,5,0.363605260848999,0.025012419685367604,0.050622696291924285,140,1.529607149532863,6.420358073813439,4.283434197283739,77,0.30120627059564964,5.420453028293608,6.0749228532304755
4,4,-0.04740992188453674,0.024445949604036343,0.025519705354689393,5,0.47716798782348635,0.025523577873229897,0.04913606522369918,5,0.25942401885986327,0.025012419685367604,0.050622696291924285,30,0.4851705372333527,4.559342212406165,1.589284898329737,85,0.3184493597816018,4.925195102491379,15.698110862336932
4,4,-0.20442339777946472,0.024445949604036343,0.025519705354689393,5,-0.3782374858856201,0.025523577873229897,0.04913606522369918,5,0.20244622230529785,0.025012419685367604,0.050622696291924285,37,0.6257000275560327,1.9591224714775066,1.2392619521036181,15,1.4086710492769878,0.17563624211883422,2.9335464870939276
-1,4,-0.4666089117527008,0.0,0.049137614791035844,4,0.15512824058532715,0.025613221286775456,0.025010970476621708,4,0.6354086548089981,0.0250124196853605,0.025011030075376084,4,0.6034542471170425,0.024432598457330812,0.024444961205659865,4,0.9677882641553879,0.024424969230651072,0.025010881078515013
-1,4,0.02017401158809662,0.0,0.049137614791035844,4,0.6116655468940735,0.0,0.050623888266798645,4,0.29486656188964844,0.0250124196853605,0.025011030075376084,4,1.280938744544983,0.024432598457330812,0.024444961205659865,4,0.2593146711587906,0.024424969230651072,0.025010881078515013
4,4,0.3124281167984009,0.0,0.049137614791035844,3,1.4241947730382283,0.0,0.025010970476621708,4,-0.23177070915699005,0.0250124196853605,0.025011030075376084,37,3.1294696024946265,1.6896677215118387,0.473800895520867,101,0.8420926757378153,6.0193187134323125,11.349152077628851
-1,3,0.9425425132115682,0.0,0.02469283238160358,5,0.47280089855194096,0.025613221286775456,0.050623888266798645,4,1.299648255109787,0.0250124196853605,0.025011030075376084,4,0.8110263347625732,0.024432598457330812,0.024444961205659865,4,0.3188452571630478,0.024424969230651072,0.025010881078515013
-1,2,0.6814963817596436,0,0.02469330917156043,3,1.4924110174179077,0.0,0.02442648559505045,4,1.0851167440414429,0.0250124196853605,0.02552071853333615,4,0.4016069769859314,0.024432598457330812,0.024692951579091016,4,0.3040532171726227,0.024424969230651072,0.024426396196929545
-1,4,0.4208361804485321,0.025523577873229897,0.02442690278626003,4,0.8030143529176712,0.025523577873229897,0.024442160064694463,5,0.5831332802772522,0.025523577873229897,0.0494364428930254,5,0.3365301370620728,0.04074007049560535,0.0255187517747828,6,-0.331137498219808,0.04074007049560535,0.05113572227954677
-1,5,1.0709372401237487,0.04074007049560535,0.02442690278626003,4,0.6794168651103973,0.025523577873229897,0.024442160064694463,5,0.3422000050544739,0.025523577873229897,0.0494364428930254,5,1.5806920766830443,0.04074007049560535,0.0255187517747828,6,0.04651290675004324,0.04074007049560535,0.05113572227954677
-1,4,0.6443244814872742,0.025523577873229897,0.02442690278626003,4,0.8831545114517212,0.025523577873229897,0.024442160064694463,5,0.4369751453399658,0.025523577873229897,0.0494364428930254,5,0.27784109115600586,0.04074007049560535,0.0255187517747828,6,0.9004286726315816,0.04074007049560535,0.05113572227954677
-1,4,0.1175837367773056,0.025523577873229897,0.02442690278626003,4,0.9008602797985077,0.025523577873229897,0.024442160064694463,4,0.4355989992618561,0.025523577873229897,0.024426902786252924,4,0.3402436077594757,0.025523577873229897,0.0255187517747828,5,0.10989327430725096,0.025523577873229897,0.05113572227954677
-1,4,1.779836505651474,0.025523577873229897,0.02442690278626003,4,0.18731044232845306,0.025523577873229897,0.024442160064694463,5,0.5117102146148682,0.025523577873229897,0.0494364428930254,5,0.9062614440917969,0.04074007049560535,0.0255187517747828,6,0.025668432315190642,0.04074007049560535,0.05113572227954677
-1,4,0.8619028925895691,0.025014326992035762,0.025011447266578557,5,-0.04932379722595215,0.025615128593443615,0.05113333832979805,5,0.735579788684845,0.05113775281333943,0.024693428369047865,5,0.2747644662857056,0.05113775281333943,0.024427379576209773,2,4.352728307247162,0.025522624219895818,0
-1,5,0.19232057332992553,0.025014326992035762,0.04943787326288174,5,0.47274016141891484,0.05062945558547938,0.02551922856473965,6,0.7877992590268453,0.05113775281333943,0.05021313372373726,6,0.11419766147931416,0.05113775281333943,0.04885189841270687,2,0.36167919635772705,0.025522624219895818,0
-1,15,0.40533826748530066,0.5499899980373399,1.2195981809310865,5,0.1982309639453888,0.025615128593443615,0.05113333832979805,5,0.5852938890457153,0.05113775281333943,0.024693428369047865,10,1.3468709111213684,0.1002785555419905,0.09947697865438698,2,0.48454976081848145,0.025522624219895818,0
-1,5,0.38250782489776614,0.05062945558547938,0.025011447266578557,4,-0.007374390959739685,0.025615128593443615,0.0256141097650584,4,0.7302386164665222,0.025522624219895818,0.024693428369047865,5,0.6753183245658875,0.05113775281333943,0.024427379576209773,2,0.8144057989120483,0.025522624219895818,0
-1,4,0.46682219207286835,0.025014326992035762,0.025011447266578557,6,-0.0962993303934733,0.05062945558547938,0.05062508024168011,5,-0.3739555835723877,0.05113775281333943,0.024693428369047865,5,-0.04519381523132324,0.05113775281333943,0.024427379576209773,2,0.47604942321777344,0.025522624219895818,0
-1,5,0.8943828701972961,0.048854706727979647,0.025010970476628813,4,0.534208357334137,0.02444594960403279,0.024426664391278052,3,0.18689173460006714,0,0.049437396472931994,4,-0.04264305531978607,0.04913984907531699,0.0,4,0.4283526539802551,0.025015280645369842,0.024445020804407136
3,5,1.661512231826782,0.051136799160003577,0.02552065893458888,5,0.47989946603775024,0.051136799160003577,0.025520420539614008,13,0.9089749134503877,0.47493080495452844,3.984619147416055,5,0.3797538042068482,0.049140802728652844,0.025612441000220088,3,0.3595761259396871,0.02442973749733035,0.0
-1,5,0.18589972257614135,0.02442973749733035,0.049138210778473024,4,1.6813508570194244,0.024697714084624067,0.02469271318412325,4,0.23112453520298004,0.024696760431289988,0.025010970476628813,5,-0.21771953105926514,0.050218430997848174,0.02442618760132831,4,0.6817463934421539,0.024696760431289988,0.024445020804407136
3,4,2.0088080167770386,0.025521670566558186,0.02469271318412325,6,1.8509680430094402,0.051136799160003577,0.050213610513687,10,1.4244838237762452,0.8249807056159977,0.7651425012965234,10,0.2002528369426727,2.1393953761138924,1.9948121547644106,11,0.9512928941033103,3.759976635383607,3.059173725813629
-1,5,0.08722091913223265,0.05021747734451232,0.025010732081646836,5,-0.4103234767913818,0.024444042297364632,0.049437396472931994,6,0.11089709401130675,0.050218430997848174,0.04885285199260636,5,0.44817054271698,0.024426876537322784,0.04885285199260636,3,0.956028441588084,0.024428783843994495,0.0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-0.21003503931893241,0,0.07582676669883881
-1,4,0.4959578514099121,0.025522624219895818,0.02444496120566697,5,-0.272977340221405,0.024446903257370423,0.04943727727544456,5,0.5211423635482788,0.05021747734451054,0.025612902890486566,5,0.2798778772354126,0.025012419685367604,0.04913788671030517,4,1.548800528049469,0.024427830190660416,0.02444488670722933
-1,5,0.5377479434013367,0.024446903257370423,0.05113363632351309,6,0.06681027015050252,0.05021747734451054,0.04943760506853323,4,0.24688540399074554,0.025012419685367604,0.02469280258223705,6,0.04070785641670227,0.04885709086132195,0.05021374461086481,4,0.07247605919837952,0.02501289651203109,0.02469298882831339
-1,4,0.974311888217926,0.024446903257370423,0.02501073208165394,4,0.3089925944805145,0.025522624219888712,0.02501111947348278,5,0.3566304922103882,0.025012419685367604,0.04913770418915675,4,0.10575473308563232,0.024427830190660416,0.02552075578255142,6,-0.20335516333580017,0.05062754827881122,0.05021375206070644
-1,5,0.5133895874023438,0.024429737497328574,0.04913773398852328,4,1.07292141020298,0.02501194285869701,0.025010881078515013,5,-0.10507050752639771,0.050217000517847055,0.025011119473489885,4,2.431135445833206,0.02469485312462183,0.02444489788199178,5,-0.1104243278503418,0.025615128593443615,0.049137748888206545
-1,5,1.0294113397598266,0.024694853124614724,0.04913773398852328,6,0.33512571454048157,0.05113775281333233,0.05062376906931121,4,0.6504023969173431,0.024429260670661535,0.025011119473489885,4,0.13300229609012604,0.02501289651203109,0.02444489788199178,4,0.1685810089111328,0.025523577873229897,0.024692862180977215
-1,5,0.6711852312088012,0.024691992164612486,0.05062555703162985,4,1.4490142464637756,0.024691992164612486,0.024691997999198634,6,0.4556756615638733,0.05021557003784238,0.04943930363273097,5,0.360606050491333,0.05021557003784238,0.025613156185144703,4,-0.08797433972358704,0.025523577873229897,0.02469199799919153
-1,5,0.6633582293987275,0.024691992164612486,0.0511328615398412,5,0.26055719852447506,0.05021557003784238,0.024691997999198634,4,0.09253033995628357,0.025523577873229897,0.024427856366152412,5,0.39376039505004884,0.025523577873229897,0.05113381511974069,4,2.6828106939792633,0.025523577873229897,0.02469199799919153
-1,6,-0.2829718391100566,0.05021557003784238,0.0511328615398412,5,0.2995078682899475,0.05021557003784238,0.024691997999198634,5,-0.3812639117240906,0.025523577873229897,0.04943930363273097,5,0.1288368821144104,0.025523577873229897,0.05113381511974069,4,0.7711344361305237,0.025523577873229897,0.02469199799919153
-1,5,0.46660988330841063,0.05021557003784238,0.02561315618515181,4,0.4546266198158264,0.025523577873229897,0.024691997999198634,5,0.29176799654960633,0.025523577873229897,0.04943930363273097,5,0.062465667724609375,0.025523577873229897,0.05113381511974069,4,1.115214616060257,0.025523577873229897,0.02469199799919153
-1,5,0.01797140240669251,0.024691992164612486,0.05062555703162985,6,-0.10112488269805908,0.05021557003784238,0.04913606522369918,5,-0.18014156818389893,0.025523577873229897,0.04943930363273097,9,-0.007258054282930165,0.2502996690673811,0.12496378550243037,4,0.6016118228435516,0.025523577873229897,0.02469199799919153
-1,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.07197985478809904,0,0.049137018803598664,0,0,0,0
-1,4,0.48707127571105957,0.025523577873229897,0.025011208871603685,4,0.747424304485321,0.02469389947128775,0.024693666764019184,4,-0.29883985221385956,0.02469580677795591,0.024426187601324756,5,0.11488229036331175,0.05113870646667351,0.02469318997406944,4,0.10799427330493927,0.025014326992035762,0.025011208871603685
-1,3,0.5300878087679545,0.025010512378699445,0.0,4,0.8539541065692902,0.025523577873229897,0.025011208871603685,5,0.5343043208122253,0.02469389947128775,0.05113381511974424,4,0.6994192004203796,0.02469580677795591,0.02469295157909457,5,0.43679082393646235,0.05113870646667351,0.02442618760132831
-1,11,0.45593411272222345,0.37557347853470446,0.6899176819112292,5,0.11228048801422119,0.02469389947128775,0.04885309038758123,5,0.9760603785514832,0.024445949604029238,0.050213848908665426,4,-0.265418216586113,0.025523577873229897,0.025520658934592433,5,0.12225384712219238,0.05062945558547938,0.025011208871603685
-1,5,1.3810344219207764,0.02443069115066976,0.04943739647292844,4,0.9460263252258301,0.025010512378685235,0.024426664391278052,5,0.9834033012390136,0.025523577873229897,0.04913749559354841,5,0.6065589189529419,0.024445949604029238,0.05062364987182377,5,-0.1892278790473938,0.025523577873229897,0.05062436505675194
-1,6,-0.18037686745325726,0.04913984907531699,0.04943739647292844,5,-0.030161952972412087,0.02469580677795591,0.04943787326288174,4,1.0939485728740692,0.025523577873229897,0.02444478240942871,4,0.7126293480396271,0.025014326992035762,0.02501073208165039,5,0.8536137342453003,0.0244287838440016,0.05113381511974424
-1,3,0.4820503393809001,0,0.050213610513687,3,-0.4259475668271383,0.0,0.024427856366155964,4,-0.7576844990253448,0.0,0.049137972383501705,3,0.8160766363143921,0.0,0.025010970476628813,3,-0.0055243571599324914,0.0,0.025521612514495473
-1,3,-0.38426029682159424,0,0.050213610513687,3,-0.3466124931971232,0.0,0.024427856366155964,4,0.046163395047187805,0.0,0.049137972383501705,3,0.46661194165547687,0.0,0.025010970476628813,3,-0.1676176389058431,0.0,0.025521612514495473
-1,3,-0.15756011009216309,0,0.050213610513687,3,0.10415675242741901,0.0,0.024427856366155964,4,-0.1951175183057785,0.0,0.049137972383501705,3,0.6776567697525024,0.0,0.025010970476628813,3,0.3990337053934733,0.0,0.025521612514495473
-1,4,-0.2529727518558502,0.0,0.050213610513687,3,0.09398941198984782,0.0,0.024427856366155964,3,-0.14114046096801758,0,0.049137972383501705,3,0.5060216784477234,0.0,0.025010970476628813,2,0.7182974815368652,0,0.025521612514495473
-1,4,0.08320620656013489,0.0,0.050213610513687,3,-0.33980635801951087,0.0,0.024427856366155964,4,0.241239532828331,0.0,0.049137972383501705,3,-0.24471728006998694,0.0,0.025010970476628813,3,0.10057441393534344,0.0,0.025521612514495473
-1,5,-0.1015551805496216,0.02469461471128298,0.049436442893032506,9,0.9055894745720758,0.1499869012119781,0.07465767773818754,3,0.5300604701042175,0.02444666484403868,0.0,5,-0.18509384393692016,0.04914127955532166,0.025517798194890418,5,0.04533106088638306,0.04914127955532166,0.024423088466640763
-1,4,1.525504395365715,0.02469461471128298,0.02501049368667907,4,1.111881673336029,0.02469461471128298,0.024444067224500543,4,0.8830212503671646,0.04914127955532166,0.0,5,0.5421498775482178,0.04914127955532166,0.025517798194890418,16,0.1875988394021988,1.864101555782856,0.4741180204372455
-1,4,-0.050589486956596375,0.02469461471128298,0.02501049368667907,5,0.30133270025253295,0.04914127955532166,0.024444067224500543,3,2.009525179862976,0.02444666484403868,0.0,5,0.10144695043563842,0.04914127955532166,0.025517798194890418,8,0.7017585337162018,0.5991293106826561,0.8737709862766252
-1,5,0.1924558401107788,0.04914127955532166,0.02501049368667907,5,0.743306565284729,0.04914127955532166,0.024444067224500543,3,0.08449534575144449,0.02444666484403868,0.0,5,0.3135375261306763,0.04914127955532166,0.025517798194890418,5,-0.20330601930618286,0.02444666484403868,0.049437396472931994
-1,5,0.6500576376914977,0.02469461471128298,0.049436442893032506,5,0.27305463552474973,0.04914127955532166,0.024444067224500543,3,1.1422445178031921,0.02444666484403868,0.0,5,0.829540765285492,0.04914127955532166,0.025517798194890418,4,0.3774467408657074,0.02444666484403868,0.024423088466640763
4,4,0.06411942839622498,0.025613221286771903,0.025519705354682287,6,0.1947672764460246,0.050627548278807666,0.04943548931312591,0,0,0,0,4,0.5516546666622162,0.024426876537322784,0.02501430800629123,0,0,0,0
